MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20261868,26,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Trưởng nhóm nhân sự,3,Không công tác,Không,20200000,14,10,3,2,4,4,4,4,2,4,7,6,4,4,3,Không
NV20261869,23,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,1,Ít,Có,10800000,7,15,2,3,4,4,4,3,3,0,0,0,0,0,0,Có
NV20261870,39,Nữ,Ly hôn,Hải Phòng,Toàn thời gian,Đại học,Tài chính,Marketing,Trưởng nhóm marketing,4,Ít,Có,29500000,6,23,2,3,4,4,4,3,0,3,10,8,7,4,6,Có
NV20261871,39,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Khác,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Có,18100000,7,9,1,4,2,2,1,4,4,1,10,3,1,2,1,Có
NV20261872,27,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,25100000,18,8,3,3,3,1,4,4,4,1,9,6,3,3,3,Không
NV20261873,29,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Có,14200000,16,26,5,3,5,3,4,2,3,2,1,1,0,1,0,Có
NV20261874,34,Nam,Đã kết hôn,Hải Phòng,Thử việc,Đại học,Khác,Tài chính - Kế toán,Kế toán viên,4,Không công tác,Không,29200000,8,5,5,4,5,4,2,3,3,2,15,10,5,5,7,Không
NV20261875,25,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Không,22200000,13,1,3,5,3,4,4,5,3,2,7,5,2,2,3,Không
NV20261876,30,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,3,Không công tác,Không,23300000,10,14,4,4,3,4,5,2,2,2,4,4,2,1,2,Không
NV20261877,33,Nữ,Ly hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Không,26400000,10,2,2,1,5,1,1,3,3,2,13,5,3,2,3,Không
NV20261878,39,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Ít,Không,24100000,9,11,2,4,3,4,2,5,2,4,16,2,1,2,1,Không
NV20261879,36,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Không,26100000,16,8,2,3,5,4,4,4,3,4,15,5,3,1,2,Không
NV20261880,34,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Marketing,Nghiên cứu và Phát triển,Kỹ sư R&D,2,Ít,Không,20300000,13,6,2,4,4,2,3,4,3,3,11,2,2,1,2,Không
NV20261881,31,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Tài chính,Công nghệ thông tin,Lập trình viên,4,Ít,Không,29700000,6,6,3,3,1,3,3,4,3,0,10,9,5,6,7,Không
NV20261882,31,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Vận hành,Nhân viên vận hành,1,Thường xuyên,Không,13800000,11,4,3,4,3,3,5,3,3,1,0,0,0,0,0,Không
NV20261883,28,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Tài chính,Vận hành,Trưởng nhóm vận hành,3,Không công tác,Có,20200000,8,5,1,2,4,3,2,3,2,1,5,5,3,2,2,Không
NV20261884,32,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Tài chính - Kế toán,Chuyên viên tài chính,2,Ít,Không,17000000,7,10,4,4,1,3,4,5,3,1,6,3,1,2,2,Không
NV20261885,24,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Thạc sĩ,Nhân sự,Marketing,Chuyên viên nội dung,1,Thường xuyên,Có,11500000,8,9,3,3,4,2,5,3,1,1,0,0,0,0,0,Có
NV20261886,43,Nam,Độc thân,Hà Nội,Thử việc,Đại học,Kinh tế,Vận hành,Nhân viên vận hành,2,Thường xuyên,Không,26300000,15,14,2,3,3,3,3,4,1,1,25,3,2,2,2,Không
NV20261887,42,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Kỹ thuật,Nhân sự,Chuyên viên nhân sự,1,Ít,Không,21100000,8,4,4,1,3,5,3,2,4,1,19,1,1,0,1,Không
NV20261888,38,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên nội dung,2,Ít,Có,22900000,6,6,2,3,1,2,1,4,2,1,17,2,1,1,2,Có
NV20261889,20,Nữ,Ly hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Có,12700000,9,7,5,5,4,3,4,4,3,0,0,0,0,0,0,Có
NV20261890,34,Nam,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,1,Ít,Không,17400000,12,3,3,4,3,3,5,3,1,4,14,1,1,0,1,Có
NV20261891,34,Nam,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Tài chính,Vận hành,Nhân viên vận hành,3,Không công tác,Không,24300000,7,11,4,4,3,3,5,3,1,0,9,6,5,2,5,Không
NV20261892,25,Nữ,Đã kết hôn,Cần Thơ,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Tài chính - Kế toán,Chuyên viên tài chính,1,Không công tác,Có,13500000,12,13,2,5,3,3,4,3,3,2,1,1,1,1,0,Có
NV20261893,21,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,1,Ít,Không,12000000,11,7,4,4,5,2,3,2,4,2,3,1,1,0,1,Có
NV20261894,34,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,4,Ít,Không,28900000,10,9,4,3,4,2,5,3,5,3,12,10,6,5,6,Không
NV20261895,38,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Thạc sĩ,Tài chính,Nghiên cứu và Phát triển,Chuyên viên R&D,1,Ít,Không,19100000,10,13,1,4,5,2,1,4,5,3,16,1,1,0,1,Có
NV20261896,36,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Khác,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Không công tác,Có,20100000,11,2,2,4,2,3,4,4,2,1,6,2,1,1,1,Không
NV20261897,28,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Lập trình viên,3,Ít,Không,24300000,12,2,2,3,5,4,3,4,4,3,5,5,2,2,2,Không
NV20261898,40,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Cao đẳng,Tài chính,Marketing,Trưởng nhóm marketing,1,Không công tác,Không,16600000,7,6,4,3,3,3,2,3,1,1,11,1,1,1,1,Không
NV20261899,40,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,23300000,13,3,3,5,2,3,4,3,4,1,14,2,1,1,1,Không
NV20261900,37,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Không,20400000,6,5,4,5,3,1,5,2,3,5,13,2,1,1,1,Không
NV20261901,32,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Tài chính - Kế toán,Trưởng nhóm tài chính,4,Không công tác,Không,28700000,7,8,4,4,3,2,5,4,3,3,14,10,4,8,4,Không
NV20261902,25,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Marketing,Marketing,Trưởng nhóm marketing,2,Ít,Không,15600000,12,14,4,3,2,3,3,2,0,1,5,3,1,1,1,Không
NV20261903,20,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,THPT,Kinh tế,Tài chính - Kế toán,Chuyên viên tài chính,1,Không công tác,Có,9600000,9,6,2,3,4,2,3,2,3,1,0,0,0,0,0,Không
NV20261904,31,Nam,Ly hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư kiểm thử,1,Thường xuyên,Có,13300000,9,9,3,2,4,3,4,3,2,2,4,1,0,1,0,Có
NV20261905,20,Nam,Đã kết hôn,Hải Phòng,Thử việc,THPT,Khác,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Không công tác,Có,13300000,14,12,5,4,3,4,1,1,5,1,2,0,0,0,0,Có
NV20261906,24,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Có,18900000,12,11,3,3,1,1,1,5,2,2,6,3,2,1,3,Không
NV20261907,47,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Kỹ thuật,Nhân sự,Chuyên viên tuyển dụng,2,Không công tác,Không,24300000,8,4,4,4,4,3,4,3,4,1,24,2,1,1,1,Không
NV20261908,21,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Kinh doanh,Trưởng nhóm kinh doanh,1,Ít,Có,9700000,6,12,3,3,2,4,4,3,4,0,0,0,0,0,0,Có
NV20261909,24,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Không,17100000,9,19,4,5,5,3,4,3,2,3,2,2,2,1,1,Không
NV20261910,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Công nghệ thông tin,Lập trình viên,1,Ít,Không,11600000,7,3,3,3,4,5,4,3,2,3,0,0,0,0,0,Không
NV20261911,27,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên marketing,1,Ít,Không,11800000,6,3,4,4,3,3,1,3,6,3,0,0,0,0,0,Không
NV20261912,37,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Marketing,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Ít,Không,29600000,15,9,3,3,3,5,2,4,3,4,17,9,7,2,7,Không
NV20261913,28,Nữ,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Không,18500000,9,6,4,3,2,5,5,3,4,3,4,4,3,1,2,Không
NV20261914,27,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Thạc sĩ,Kinh tế,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Không,14000000,14,19,3,3,4,5,5,2,2,0,6,1,1,0,1,Không
NV20261915,38,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Có,19100000,9,8,4,2,1,2,3,3,4,1,18,1,1,0,1,Không
NV20261916,36,Nam,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Ít,Có,21100000,11,17,2,3,5,3,5,3,4,2,12,3,2,2,1,Có
NV20261917,21,Nam,Ly hôn,Cần Thơ,Hợp đồng xác định thời hạn,Tiến sĩ,Marketing,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Không công tác,Không,12000000,6,8,2,4,3,2,4,4,4,2,0,0,0,0,0,Không
NV20261918,30,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Không,23700000,10,5,3,2,4,2,4,3,3,3,8,4,3,2,2,Có
NV20261919,33,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,17000000,6,12,4,3,2,3,3,3,4,1,2,2,2,1,2,Không
NV20261920,27,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,THPT,Kỹ thuật,Nhân sự,Chuyên viên nhân sự,2,Ít,Không,18200000,13,23,4,5,4,5,4,3,2,6,3,3,2,1,2,Không
NV20261921,30,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Khác,Công nghệ thông tin,Lập trình viên,4,Không công tác,Không,26300000,16,1,4,3,4,2,1,4,4,6,11,8,6,2,4,Không
NV20261922,31,Nam,Ly hôn,Hà Nội,Toàn thời gian,Tiến sĩ,Khác,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Thường xuyên,Không,27500000,10,3,3,1,4,4,3,3,3,0,13,6,2,2,5,Không
NV20261923,34,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,5,Ít,Không,31800000,7,6,3,2,4,5,2,3,6,5,14,13,8,6,4,Không
NV20261924,24,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kinh tế,Vận hành,Nhân viên vận hành,1,Không công tác,Có,11200000,11,10,4,3,3,4,2,5,4,0,0,0,0,0,0,Có
NV20261925,37,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Có,21400000,10,6,2,4,4,4,3,3,6,1,18,2,1,1,2,Có
NV20261926,26,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Cao đẳng,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Có,16800000,13,7,4,4,4,4,4,3,5,5,8,0,0,0,0,Không
NV20261927,39,Nữ,Độc thân,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,3,Ít,Không,22600000,8,11,4,5,4,2,4,3,3,2,4,4,2,1,3,Không
NV20261928,20,Nữ,Độc thân,Hà Nội,Toàn thời gian,THPT,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Không,12900000,6,8,4,2,2,4,2,4,1,1,0,0,0,0,0,Không
NV20261929,25,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,2,Thường xuyên,Không,15200000,11,7,5,4,5,3,2,4,1,1,3,3,2,1,2,Không
NV20261930,35,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Cao đẳng,Khác,Marketing,Chuyên viên marketing,1,Thường xuyên,Không,20500000,11,4,1,4,4,4,4,4,2,5,16,1,1,1,1,Có
NV20261931,22,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Lập trình viên,1,Không công tác,Có,13700000,8,13,2,2,3,4,5,4,5,1,0,0,0,0,0,Có
NV20261932,20,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Ít,Không,14600000,7,14,1,3,5,4,4,3,3,1,0,0,0,0,0,Không
NV20261933,20,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Marketing,Vận hành,Trưởng nhóm vận hành,1,Ít,Không,9900000,5,5,4,3,4,4,3,5,2,0,0,0,0,0,0,Không
NV20261934,43,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Thạc sĩ,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,2,Không công tác,Không,22600000,11,15,3,3,2,1,2,3,3,3,24,3,2,1,1,Có
NV20261935,46,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,THPT,Kỹ thuật,Vận hành,Điều phối viên,2,Ít,Có,27900000,8,1,2,2,3,4,4,2,4,1,24,2,1,1,1,Không
NV20261936,28,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Không công tác,Không,21600000,5,15,5,4,4,3,4,3,3,2,7,5,4,1,4,Không
NV20261937,38,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Vận hành,Nhân viên vận hành,4,Ít,Có,31600000,11,12,4,4,4,5,3,5,4,2,20,8,4,2,7,Có
NV20261938,30,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Nhân sự,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Có,20800000,8,8,3,4,2,4,2,3,1,5,11,5,3,1,4,Không
NV20261939,26,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Nhân sự,Công nghệ thông tin,Lập trình viên,1,Không công tác,Không,12700000,12,8,4,4,2,4,1,2,4,3,1,1,1,1,1,Không
NV20261940,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Không,15500000,6,6,4,4,5,2,4,4,3,1,0,0,0,0,0,Có
NV20261941,26,Nữ,Đã kết hôn,Hải Phòng,Toàn thời gian,Thạc sĩ,Marketing,Marketing,Chuyên viên marketing,1,Thường xuyên,Không,10300000,8,5,3,3,4,3,2,3,4,1,0,0,0,0,0,Có
NV20261942,23,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Có,17700000,13,2,5,2,5,5,4,4,4,3,4,3,2,1,2,Có
NV20261943,23,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Marketing,Chuyên viên marketing,2,Ít,Không,15500000,11,11,4,2,4,5,4,3,4,4,2,2,1,1,1,Không
NV20261944,38,Nữ,Độc thân,Đà Nẵng,Thử việc,Đại học,Kinh tế,Tài chính - Kế toán,Trưởng nhóm tài chính,4,Không công tác,Có,32000000,16,7,4,2,2,2,2,2,1,4,20,10,8,5,4,Không
NV20261945,30,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,12400000,6,7,3,4,2,2,3,3,3,1,1,1,0,0,1,Không
NV20261946,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên nội dung,2,Không công tác,Không,18700000,9,1,1,4,2,1,2,2,6,1,8,2,1,1,1,Không
NV20261947,40,Nam,Đã kết hôn,Hà Nội,Thử việc,Cao đẳng,Marketing,Công nghệ thông tin,Lập trình viên,3,Không công tác,Không,28400000,11,11,2,3,3,2,4,2,1,1,21,4,3,2,3,Có
NV20261948,28,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Thạc sĩ,Nhân sự,Công nghệ thông tin,Lập trình viên,3,Không công tác,Có,24800000,7,4,4,5,3,2,4,3,5,5,10,4,3,2,2,Có
NV20261949,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Nhân sự,Chuyên viên tuyển dụng,1,Không công tác,Có,10800000,11,8,1,4,4,2,3,3,3,2,1,1,1,1,1,Không
NV20261950,36,Nam,Đã kết hôn,Cần Thơ,Hợp đồng xác định thời hạn,Thạc sĩ,Khác,Marketing,Chuyên viên marketing,3,Ít,Không,25400000,17,3,4,2,2,4,4,2,4,1,11,6,2,3,4,Có
NV20261951,31,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Ít,Có,21500000,7,7,5,2,2,3,3,4,3,0,12,3,1,1,2,Không
NV20261952,24,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Nhân sự,Nhân sự,Chuyên viên tuyển dụng,1,Ít,Không,11400000,7,5,2,4,3,3,3,4,3,2,1,1,0,0,0,Không
NV20261953,30,Nam,Độc thân,Hải Phòng,Thử việc,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Không,23900000,11,10,2,2,1,3,2,2,3,0,10,4,3,3,3,Không
NV20261954,30,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,2,Ít,Không,17700000,3,7,5,3,3,5,5,4,0,2,6,3,1,1,1,Không
NV20261955,36,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,5,Ít,Có,33100000,4,12,4,4,3,1,2,3,2,1,15,14,11,11,11,Không
NV20261956,23,Nam,Ly hôn,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,1,Không công tác,Không,15700000,7,5,2,3,3,3,3,5,0,3,0,0,0,0,0,Có
NV20261957,25,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Lập trình viên,2,Thường xuyên,Không,15500000,11,10,5,5,3,3,3,4,3,0,2,2,1,1,1,Có
NV20261958,38,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên marketing,3,Không công tác,Không,26600000,6,1,5,3,3,4,4,3,1,0,17,4,2,3,3,Không
NV20261959,32,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Nhân sự,Trưởng nhóm nhân sự,3,Ít,Không,22700000,10,13,5,4,3,4,5,3,4,2,8,4,2,1,2,Không
NV20261960,37,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Marketing,Chuyên viên nội dung,4,Ít,Có,26100000,8,15,3,3,2,5,5,5,1,0,9,8,6,3,5,Không
NV20261961,31,Nam,Độc thân,Hải Phòng,Hợp đồng xác định thời hạn,Tiến sĩ,Công nghệ thông tin,Vận hành,Điều phối viên,4,Ít,Không,28700000,10,14,1,5,4,2,1,3,3,1,13,9,4,7,4,Không
NV20261962,31,Nam,Độc thân,Bình Dương,Thử việc,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,4,Không công tác,Có,25700000,8,14,3,1,3,3,4,4,6,2,11,8,6,4,4,Không
NV20261963,32,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Có,16500000,7,6,4,5,1,4,3,3,5,2,4,2,1,1,1,Không
NV20261964,26,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Kinh tế,Marketing,Chuyên viên nội dung,2,Không công tác,Không,18700000,12,4,2,4,2,3,3,3,3,1,3,3,2,2,1,Có
NV20261965,38,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Cao đẳng,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,28300000,12,16,5,2,4,3,4,5,1,1,14,5,3,4,4,Không
NV20261966,28,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nhân sự,Trưởng nhóm nhân sự,3,Không công tác,Không,22300000,6,4,2,5,3,3,1,3,3,1,10,6,5,3,3,Không
NV20261967,34,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Quản lý kinh doanh,3,Ít,Không,22300000,14,4,2,1,3,4,4,3,3,3,6,6,3,3,2,Có
NV20261968,23,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Khác,Vận hành,Nhân viên vận hành,1,Thường xuyên,Không,13200000,5,8,3,3,4,3,4,2,3,2,0,0,0,0,0,Không
NV20261969,26,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Không,17400000,11,7,3,3,4,5,4,2,6,0,6,2,1,2,1,Có
NV20261970,46,Nam,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Thạc sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,24600000,7,15,5,4,5,2,3,3,5,0,17,2,1,1,2,Không
NV20261971,24,Nữ,Đã kết hôn,Đà Nẵng,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Ít,Có,13800000,4,10,4,3,3,5,3,3,2,4,0,0,0,0,0,Có
NV20261972,26,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,1,Ít,Không,11100000,11,9,1,4,3,4,3,3,4,2,0,0,0,0,0,Không
NV20261973,35,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Không công tác,Không,19300000,6,42,3,2,4,3,3,3,4,4,10,3,2,2,1,Có
NV20261974,31,Nam,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,2,Ít,Có,21000000,9,16,5,4,4,2,4,3,3,1,13,3,2,1,3,Không
NV20261975,25,Nữ,Độc thân,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,21400000,8,6,4,1,4,3,5,4,6,2,6,5,3,3,3,Có
NV20261976,37,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,2,Không công tác,Không,22600000,8,7,2,1,4,5,4,4,1,3,19,3,2,1,2,Có
NV20261977,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,1,Ít,Có,13400000,5,6,3,5,5,4,3,5,4,1,4,1,1,1,0,Có
